AACHEN	アーヘン
TOURJANSKY	トゥールジャンスキー
TOURNEFORT	トゥルヌフォール
TOURNEMIRE	トゥルヌミール
TOURNEUR	ターナー
TOURNEUR	トゥールヌール
TOURNIER	トゥルニエ
TOURNON	トゥルノン
TOURVILLE	トゥルビル
TOUSSAINT	トゥサン
TOUT	タウト
TOUTAIN	トゥータン
TOUVRON	トゥーブロン
TOVE	トーベ
TOVEY	トゥビ
TOVEY	トビ
TOVEY	トービー
TOVSTONOGOV	トフストノーゴフ
TOWE	トウ
TOWER	タワー
TOWLE	トール
TOWLES	タウルズ
TOWN	タウン
TOWNE	タウン
TOWNER	タウナー
TOWNES	タウンズ
TOWNS	タウンズ
TOWNSEND	タウンゼント
TOWNSEND	タウンゼンド
TOYE	トイ
TOYNBEE	トインビー
TOZER	トーザー
TOZZI	トッツィ
TRABANT	トラバント
TRACEY	トレーシー
TRACHTENBERG	トラクテンバーグ
TRACY	トレイシー
TRACY	トレーシー
TRAGER	トレガ
TRAGER	トレーガー
TRAHERNE	トラハーン
TRAIKOV	トライコフ
TRAIL	トレイル
TRAIN	トレイン
TRAINER	トレイナー
TRAKHTENBERG	トラハテンベルグ
TRAMMELL	トランメル
TRAMPLER	トランプラー
TRAN	チャン
TRAPEZNIKOV	トラペズニコフ
TRAPNELL	トラップネル
TRAPP	トラップ
TRAPPIER	トラッピア
TRATTNER	トラットナー
TRAUB	トラウブ
TRAUBEL	トラウベル
TRAUBEL	トローベル
TRAUGOTT	トラーウゴット
TRAUGUTT	トラウグート
TRAUTMANN	トラウトマン
TRAUTWINE	トラウトワイン
TRAVEN	トラーベン
TRAVER	トレイバー
TRAVERS	トラバース
TRAVERS	トラバーズ
TRAVERSE	トラバース
TRAVIS	トラビス
TRAVOLTA	トラボルタ
TRAXEL	トラクセル
TRAYNOR	トレーナー
TREADWELL	トリードウェル
TREADWELL	トレッドウェル
TREFIL	トレフィル
TREGELLES	トレゲリス
TREGER	トレガー
TREGUBENKO	トレグベンコ
TREITSCHKE	トライチュケ
TRELAWNY	トレローニー
TRELEAVEN	トリレブン
TRELOAR	トレロアー
TREMLETT	トレムレット
TREMOIS	トレモア
TREMPONT	トランポン
TRENCH	トレンチ
TRENCHARD	トレンチャード
TRENDELENBURG	トレンデレンブルク
TRENTON	トレントン
TREPPER	トレッパー
TRESCHOW	トレスカウ
TRESSELT	トレッセルト
TRETHOWAN	トレソバン
TRETIAK	トレチャク
TREVELYAN	トレベリアン
TREVENA	トレビーナ
TREVET	トレベット
TREVINO	トレビノ
TREVIRANUS	トレビラーヌス
TREVITHICK	トレビシク
TREVITHICK	トレビシック
TREVOR	トレイバー
TREVOR	トレバー
TREW	トルー
TREWARTHA	トリワーサ
TREWIN	トレウィン
TREXLER	トレクスラー
TREZISE	トリーザイズ
TREZISE	トレザイス
TRIBUNE	トリビューン
TRICIA	トリシア
TRIEPEL	トリーペル
TRIER	トリアー
TRIER	トリーア
TRIESTE	トリエステ
TRIFAN	トリファン
TRIFFIN	トリフィン
TRIFONOV	トリフォノフ
TRIFONOV	トリーフォノフ
TRIGANO	トリガノ
TRIGAULT	トリゴー
TRIKOUPIS	トリクウピス
TRILBY	トリルビー
TRILLING	トリリング
TRIMBLE	トリンブル
TRINA	トリーナ
TRINDER	トリンダー
TRINE	トライン
TRINER	トリナー
TRINIDAD	トリニダード
TRINKS	トリンクス
TRINTIGNANT	トランティニャン
TRIPLETT	トリプレット
TRIPOLI	トリポリ
TRIPOLITANIA	トリポリタニア
TRIPP	トリップ
TRIPPE	トリップ
TRISSINO	トリッシーノ
TRISTAN	トリスタン
TRISTANO	トリスターノ
TRISTRAM	トリストラム
TRITHEIM	トリトハイム
TRITTON	トリットン
TRIVEDI	トリベディ
TRNKA	トルンカ
TROBISCH	トロビッシュ
TROCHU	トロシュ
TROELL	トロエル
TROELSTRA	トルールストラ
TROGER	トロガー
TROLLER	トローラー
TROLLOPE	トロロープ
TROMMER	トロマー
TROMMSDORFF	トロムスドルフ
TROMP	トロンプ
TROPEA	トロペイ
TROPININ	トロピーニン
TROPP	トロップ
TROSCHKE	トロシュケ
TROTH	トルース
TROTZENDORF	トロッツェンドルフ
TROTZIG	トロチック
TROUGHTON	トゥロートン
TROUGHTON	トラウトン
TROUP	トループ
TROUSSEAU	トルソー
TROUT	トラウト
TROWER	トラウアー
TROY	トロア
TROY	トロイ
TROYANOVSKY	トロヤノフスキー
TROYER	トロイヤー
TROYON	トロアイヨン
TRUBETSKOI	トルベツコイ
TRUDEAU	トルドー
TRUDEAU	トルードー
TRUDY	トルーディ
TRUE	トルー
TRUJILLO	トルヒーヨ
TRUMAN	トルーマン
TRUMBO	トランボ
TRUMBULL	トランバル
TRUMBULL	トランブル
TRUMP	トランプ
TRUPAK	トルウパック
TRUSCOTT	トラスコット
TRUSSEL	トルーセル
TRUSTED	トラスティド
TRUXTUN	トラクスタン
TRYGVE	トリグベ
TRYON	トライアン
TRYON	トライオン
TRYTHALL	トライソル
TRZASKOWSKI	トルザスコウスキー
TSARAPKIN	ツァラプキン
TSATSOS	ツァツォス
TSCHECHOWA	チェホーワ
TSCHERNING	チェルニング
TSCHIRNHAUS	チルンハウス
TSCHUDI	チューディ
TSCHUPP	チュップ
TSEITLIN	ツェイトリン
TSEVEGMID	ツェベグミイド
TSHOMBE	チョンベ
TSIMID	チミド
TSIRANANA	チラナナ
TSITSIN	ツィーツィン
TSKHAKAYA	ツハカーヤ
TSONGAS	ツォンガス
TSOUNTAS	ツーンタス
TSVET	ツウェット
TSYGANOV	ツィガノフ
TSYURUPA	ツユルーパ
TUA	トゥーア
TUAILLON	テュアイヨン
TUAN	トゥアン
TUBB	タッブ
TUBB	タブ
TUBMAN	タブマン
TUCCI	トゥッチ
TUCHMAN	タックマン
TUCHNER	タクナー
TUCK	タック
TUCKER	タッカー
TUDOR	チューダー
TUDOR	テューダー
TUFFIER	テュフィエ
TUFTE	タフティ
TUFTS	タフツ
TUGENDHAT	ツーゲントハット
TUGOLUKOV	トゥゴルコフ
TUGWELL	タグウェル
TUKA	トゥカ
TUKHACHEVSKI	トゥハチェフスキー
TULA	トゥーラ
TULASNE	テュラーヌ
TULEJA	トゥレジャ
TULI	チュリ
TULIN	トゥリン
TULL	タル
TULLER	テュラー
TULLOCH	タラク
TULLY	タリー
TULLY	テューリー
TUMA	トゥーマ
TUMLER	トゥムラー
TUMULTY	タマルティ
TUNA	ツナ
TUNG	タン
TUNG	タング
TUNIS	チュニス
TUNISIA	チュニジア
TUNNELL	タネル
TUNNEY	タニー
TUNNICLIFFE	タニクリフ
TUNSTALL	タンストール
TUPOLEV	ツポレフ
TUPPER	タッパー
TURA	トゥーラ
TURABIAN	トゥラビアン
TURANI	トゥラーニ
TURATI	トゥーラーティ
TURBERVILLE	ターバービル
TURC	チュルク
TURCANO	トゥルカーノ
TURCHIN	トゥルチン
TURCO	タルコ
TURE	トゥーレ
TUREK	テューレック
TURENNE	テュレンヌ
TURGENEV	ツルゲーネフ
TURGEON	タージオン
TURGOT	テュルゴー
TURGUT	トルグト
TURIN	チューリン
TURIN	トゥーリン
TURINA	トゥリーナ
TURING	チューリング
TURINI	トゥリーニ
TURK	ターク
TURKEY	トルコ
TURKMENISTAN	トルクメニスタン
TURNBULL	ターンブル
TURNER	タナー
TURNER	ターナー
TURNEY	ターネイ
TURNOUR	ターナー
TURNOVSKY	ターノフスキー
TURPIN	ターピン
TURRENTINE	タレンタイン
TURSI	トゥルジ
TURSKI	トゥルスキ
TURSKY	タースキー
TUSA	トゥサ
TUSA	トゥーザ
TUSCHER	テュシャー
TUSHINGHAM	トゥシンハム
TUSSAUD	タッソー
TUTTLE	タトル
TUTU	ツツ
TUTU	トゥトゥ
TUTWILER	タットワイラー
TUTWILER	タトワイラー
TUVALU	ツバル
TWARDOWSKI	トワルドーフスキー
TWEED	トウィード
TWEEDIE	トゥィーディ
TWEEDSMUIR	トウィーズミュア
TWENHOFEL	トウェンホーフェル
TWINING	トゥイニング
TWINING	トワイニング
TWORT	トウォート
TYDEMAN	タイドマン
TYE	タイ
TYLER	タイラー
TYLMAN	ティルマン
TYLOR	タイラー
TYNAN	タイナン
TYNDALE	ティンダル
TYNDALL	チンダル
TYNDALL	ティンダル
TYNER	タイナー
TYNG	ティン
TYNG	ティング
TYNYANOV	トゥイニャーノフ
TYRER	タイラー
TYRRELL	ティレル
TYSON	タイソン
TYUMENEV	テュメーネフ
TYURIN	チューリン
TYUS	タイアス
TYUTCHEV	チュッチェフ
TZANNETAKIS	ツァネタキス
UBALDO	ウバルド
UCCELLO	ウッチェロ
UDALL	ユーダル
UDE	ウーデ
UDO	ウド
UDOVIC	ウドビク
UEBE	ユーベ
UEBERROTH	ユベロス
UEBERSCHAER	ユーバーシェール
UEBERWEG	ユーベルベーク
UECKER	ユッカー
UECKERT	ユッカート
UGANDA	ウガンダ
UGARTE	ウガルテ
UGO	ユーゴ
UGUCCIONE	ウグッチョーネ
UHDE	ウーデ
UHL	ウフル
UHL	ウール
UHLENBECK	ウーレンベック
UHLENBECK	ユーレンベック
UHLENHUTH	ウーレンフート
UHR	ウワー
UHRMACHER	ウールマッハー
UKHIN	ウーヒン
UKRAINE	ウクライナ
ULAANBAATAR	ウランバートル
ULAM	ウラム
ULANOV	ウラノフ
ULANOVA	ウラーノワ
ULEN	ユーレン
ULF	ウルフ
ULI	ウリ
ULISES	ウリセス
ULLA	ウッラ
ULLA	ウラ
ULLA	ウラー
ULLMAN	ウルマン
ULLMANN	ウルマン
ULLOA	ウリョア
ULLRICH	ウルリッヒ
ULLRICH	ウーリッヒ
ULLSTEN	ウルステン
ULMER	ウルマー
ULRIC	アーリック
ULRICH	ウルリッヒ
ULRICH	ウルリヒ
ULRICH	ウーリッヒ
ULRICH	ウールリッヒ
ULRICH	ユルリッチ
ULRIK	ウーリック
ULRIKE	ウルリケ
ULSAMER	ウルザーマー
ULTRA	ウルトラ
ULUSU	ウルス
ULYANOV	ウリヤーノフ
UMBERTO	アンバート
UMBERTO	ウンベルト
UMUT	ウムット
UNAMUNO	ウナムーノ
UNANUE	ウナヌー
UNDER	ウンデル
UNDERHILL	アンダーヒル
UNDERWOOD	アンダーウッド
UNDSET	ウンセット
UNGAR	アンガー
UNGARETTI	ウンガレッティ
UNGARI	ウンガリ
UNGARO	ウンガロ
UNGER	アンガー
UNGER	ウンガー
UNGERER	ウンゲラー
UNGERMANN	アンガマン
UNGERMANN	オンガーマン
UNGERSON	アンガーソン
UNGEWITTER	ウンゲウィッター
UNICA	ウニカ
UNKOVIC	アンコビック
UNNA	ウンナ
UNNERSTAD	ウンネルスタード
UNO	ウノ
UNRUH	ウンルー
UNSWORTH	アンスワース
UNTERMAN	ウンターマン
UNTERMEYER	アンタマイアー
UNVERDORBEN	ウンフェルドルベン
UNWIN	アンウィン
UPCHURCH	アップチャーチ
UPDEGRAFF	アップダグラフ
UPDIKE	アップダイク
UPJOHN	アップジョン
UPPDAL	ウプダール
UPPMAN	アップマン
UPTON	アプトン
URAZOV	ウラーゾフ
URBAIN	ユルバン
URBAN	アーバン
URBAN	ウルバン
URBANCIC	ウルバンチッチ
URBANCZYK	ウルバンツィク
URBANEK	ウルバーネク
URBANIAK	ウルバニアク
URBANO	ウルバーノ
URBASEK	ウルバーセク
URBON	ウルボン
URDANETA	ウルダネタ
URDANG	ウルダング
URE	ユーア
URE	ユーリ
UREY	ユーリー
URI	ウリ
URI	ユリ
URI	ユリー
URIBE	ウリベ
URIBURU	ウリブル
URICK	ユーリック
URMILA	ウルミラ
URQUHART	アーカート
URRABURU	ウラブル
URRY	アーリ
URS	ウルス
URSINUS	ウルジヌス
URSO	アーソ
URSPRUNG	ウルシュプルング
URSPRUNG	ウルスプルング
URSULA	ウルスラ
URSULA	ウルズラ
URSULEAC	ウルスレアク
URTREGER	ユルトルジエ
URUGUAY	ウルグアイ
URWICK	アーウィック
URY	ユーリー
URYSON	ウリソーン
USAKLIGIL	ウシャクルギル
USHAKOV	ウシャコーフ
USHER	アッシャー
USMANOV	ウスマノフ
USTINOV	ウスチノフ
USTINOV	ユスティノフ
USTINOV	ユースティノフ
UTAH	ユタ
UTE	ウテ
UTHMAN	オスマーン
UTIN	ウーチン
UTITZ	ウーティッツ
UTLEY	アトリ
UTLEY	アトリー
UTRECHT	ユトレヒト
UTRILLO	ユトリロ
UTTERBACK	アッタバック
UTTLEY	アトリー
UVAROV	ウバーロフ
UWE	ウベ
UWE	ウーウェ
UWE	ウーベ
UZ	ウーツ
UZBEKISTAN	ウズベキスタン
UZI	ウジ
UZUNOV	ウズノフ
VACCARO	バッカーロ
VACCHIANO	バッキアーノ
VACHEK	バヘク
VACHELL	ベーチェル
VACHEROT	バシュロ
VACKAROVA	バチカージョバ
VAD	バート
VADER	ベダー
VADIM	バディム
VADIME	バジム
VADUVA	バドウバ
VADUZ	ファドゥーツ
VAGA	バーガ
VAGANOVA	ワガノワ
VAGHI	バーギ
VAGNER	ワーグネル
VAGTS	ファークツ
VAIL	ベイル
VAILLAND	バイヤン
VAILLANT	バイヤン
VAIMAN	ワイマン
VAINONEN	ワイノネン
VAJDA	バホダ
VAJNAR	バイナル
VAKHONIN	ワホーニン
VAKHTANGOV	ワフタンゴフ
VAKULENCHUK	ワクレンチューク
VAL	バル
VALACH	バラフ
VALADON	バラドン
VALASEK	バラセク
VALCKENAER	バルケナル
VALCOUR	バルカー
VALCOUR	バルコア
VALDES	バルデス
VALDIVIA	バルディビア
VALEN	バレン
VALENCIA	バレンシア
VALENT	バルネ
VALENTE	バレンテ
VALENTE	バレント
VALENTI	バレンティ
VALENTIN	バレンチン
VALENTIN	バレンティン
VALENTIN	ファレンティン
VALENTIN	ワレンチン
VALENTINE	バランチーヌ
VALENTINE	バレンタイン
VALENTINO	バレンティノ
VALENTOVA	バレントバ
VALERA	バレーラ
VALERI	バレリー
VALERI	バレーリ
VALERIE	バレリ
VALERIE	バレリー
VALERO	バレロ
VALERO	バレーロ
VALERY	バレリー
VALI	ワリー
VALIGNANO	バリニャーノ
VALJAKKA	バリャッカ
VALKOV	ボルコフ
VALLA	ウァラ
VALLADARES	バヤダレス
VALLE	バレ
VALLEJO	バエホー
VALLEJO	バリェッホ
VALLETTA	バレッタ
VALLHONRAT	バロンラット
VALLIN	バラン
VALLISNIERI	バリスニエーリ
VALLONE	バローネ
VALLOTTON	バロットン
VALOIS	バロア
VALON	バロン
VALTER	ワリテル
VAN	バン
VAN	ヴァン
VANCE	バンス
VANCE	バーンス
VANCE	ヴァンス
VANCEA	バンツェア
VANCINI	バンチーニ
VANCOUVER	バンクーバー
VANDAELE	バンデール
VANDAMME	バンダム
VANDENBERG	バンデンバーグ
VANDENBERG	ファンデンベルク
VANDERBILT	ヴァンダービルト
VANDERVELDE	バンデルベルデ
VANDIER	バンディエ
VANE	ベイン
VANE	ベーン
VANE	ワネ
VANECK	バネック
VANEL	バネル
VANELLI	バネルリ
VANETTI	バネッティ
VANGELI	ワンゲリ
VANHECKE	バネック
VANHOUTTE	バンフート
VANIER	バニエ
VANNI	バンニ
VANNUCCI	バヌチ
VANUATU	バヌアツ
VANVITELLI	バンビテリ
VANZETTI	バンゼッティ
VANZO	バンツォ
VARDA	バルダ
VARDANEGA	バルダネガ
VARDI	バルディ
VARELA	バレラ
VARELA	バレーラ
VARENIUS	ワレニウス
VARGA	バルガ
VARGA	バーガ
VARGA	ワルガ
VARGAS	バルガス
VARGAS	バーガス
VARIAN	バリアン
VARLAMOV	ワルラーモフ
VARNAY	バルナイ
VARNHAGEN	ファルンハーゲン
VARNUM	バーナム
VARONA	バローナ
VARRO	ウァロ
VARRO	バロ
VARSANO	バルサーノ
VASAK	バサック
VASANT	バサント
VASARI	バサリ
VASARI	バザーリ
VASCO	バスコ
VASCONCELLOS	バシュコンセルシュ
VASCONCELLOS	バスコンセロス
VASCONCELOS	バスコンセロス
VASIL	バシル
VASILENKO	ワシレンコ
VASILEVSKAYA	ワシレーフスカヤ
VASMER	ファスマー
VASNETSOV	ワスネツォフ
VASNETSOV	ワスネツォーフ
VASQUEZ	バスケス
VASSO	バッソ
VASSOS	バッサス
VATCHENKO	ワトチェンコ
VATICAN	バチカン
VATUTIN	ワトゥーチン
VAUBAN	ボーバン
VAUCANSON	ボーカンソン
VAUDOYER	ボードワイエ
VAUGELAS	ボージュラ
VAUGHAN	ボーガン
VAUGHAN	ボーン
VAUGHN	ボーン
VAUVENARGUES	ボーブナルグ
VAUX	ボー
VAVILOV	バビロフ
VAZOV	バーゾフ
VAZQUEZ	バスケス
VAZQUEZ	バズケズ
VEASEY	ビージー
VEBLEN	ベブレン
VECCHI	ベッキ
VECCHIO	ベッキョ
VECELLIO	ベチェリオ
VEDDER	ベッダー
VEDERNIKOV	ベデルニコフ
VEDRENNE	ベドレン
VEDRES	ベドレス
VEEN	フェーン
VEGA	ベガ
VEGA	ベーガ
VEGAS	ベガス
VEIGA	ベイガ
VEIL	ベイユ
VEIMARN	ベイマルン
VEINIK	ベェイク
VEITCH	ビーチ
VEJZOVIC	ベイソビチ
VEKSLER	ベクスラー
VELASCO	ベラスコ
VELAYATI	ベラヤチ
VELD	ベルド
VELEBA	ベレバ
VELIKHOV	ベリホフ
VELIKOV	ベリコフ
VELIS	ベリス
VELJKO	ベリコ
VELLA	ベラ
VELLACCIO	ベラッチョ
VELLER	ベーレル
VELO	ベロ
VELPEAU	ベルポー
VELTRI	ベルトリ
VEN	フェン
VENABLE	ベナブル
VENANTINI	ベナンティーニ
VENDOME	バンドーム
VENDRELL	ベンドレル
VENDRYES	バンドリエス
VENEDIKTOV	ベネジクトフ
VENET	ブネ
VENETO	ベネト
VENEVITINOV	ベネビーチノフ
VENEZIA	ベネチア
VENEZIANI	ベネツィアーニ
VENEZIANO	ベネチアーノ
VENEZUELA	ベネズエラ
VENGER	ウェンゲル
VENGER	ベンゲル
VENGEROV	ベンゲーロフ
VENHODA	ベンホダ
VENIAMIN	ベニアミン
VENIAMINOV	ベニアミーノフ
VENIKOV	ベニコフ
VENINI	ベニーニ
VENIZELOS	ベニゼロス
VENKATARAMAN	ベンカタラマン
VENN	ベン
VENTER	ベンター
VENTO	ベント
VENTURA	バンチェラ
VENTURA	バンチュラ
VENTURA	ベンチュラ
VENTURA	ベントゥーラ
VENTURI	ベンチュリー
VENTURI	ベンチューリ
VENTURI	ベントゥーリ
VENTURINI	ベントゥリーニ
VENUTI	ベヌーティ
VERA	ビエラ
VERA	ベラ
VERA	ヴェラ
VERACINI	ベラチーニ
VERBA	バーバ
VERBRUGGEN	フェアブルッヘン
VERBRUGGHEN	フェルブルッヘン
VERBURG	フェルブルフ
VERBURG	ベルブルグ
VERDAN	ベルダン
VERDE	ベルデ
VERDET	ベルデ
VERDET	ベルデツ
VERDI	ベルディ
VERDIER	ベルディエ
VERDIGLIONE	ベルディリオーネ
VERDUN	ヴェルダン
VERE	ビアー
VERED	ベレット
VERENDRYE	ベランドリー
VERESAEV	ベレサーエフ
VERESHCHAGIN	ベレシチャーギン
VERESS	ベレシュ
VERGA	ベルガ
VERGANO	ベルガノ
VERGENNES	ベルジェンヌ
VERGER	ベルジェ
VERGERIO	ベルジェーリョ
VERGEZ	ベルジェス
VERGHESE	バルギーズ
VERGNES	ベルギュ
VERGNES	ベルニュ
VERGNIAUD	ベルニョー
VERHAEREN	ベルハアラン
VERHOEVEN	バーホーベン
VERI	ベリ
VERISSIMO	ベリッシモ
VERITY	ベリティ
VERKLER	バークラ
VERLAINE	ベルレーヌ
VERLET	ベルレ
VERLEY	ベルレー
VERLINDE	ベルリンド
VERMEER	フェルメール
VERMEERSCH	ベルメルシュ
VERMIGLI	ウェルミーリ
VERMONT	バーモント
VERMOREL	バーモレル
VERNA	バーナ
VERNA	ベルナ
VERNANT	ベルナン
VERNE	バーン
VERNE	ベルヌ
VERNER	ベルネル
VERNET	ベルネ
VERNEUIL	ベルヌイユ
VERNEY	バーニー
VERNEY	ベルネイ
VERNIER	ベルニエ
VERNIZZI	ベルニッツィ
VERNON	バーノン
VERNON	ヴァーノン
VERNY	バーニー
VERNY	ベルニー
VERO	ベロー
VERONA	ベロナ
VERONELLI	ベロネッリ
VERONESE	ベロネーゼ
VERONICA	ベロニカ
VERONIKA	ベロニカ
VERRALL	ベロール
VERRI	ベリ
VERRIO	ベリオ
VERROCCHIO	ベロッキョ
VERSAILLES	ベルサイユ
VERSINI	ベルシニ
VERTE	ブエルテ
VERTOT	ベルトー
VERTOV	ベルトフ
VERUS	ウェルス
VERVILLE	ベルビル
VERWEY	フェルバイ
VERWOERD	フルウールト
VERWORN	フェルウォルン
VESAAS	ベーソース
VESALA	ベサラ
VESELIN	ベセリン
VESELKA	ベセルカ
VESEY	ビージー
VESNIN	ベスニン
VESPER	フェスパー
VESPUCCI	ベスプッチ
VESSEY	ベッシィ
VESSEY	ベッシー
VESTBRO	ベストブロ
VESTER	フェスター
VESTER	フェステル
VESTERGAARD	ベスタガード
VESTIN	ベスティン
VESTRIS	ベストリス
VESUVIUS	ベスビオ
VETCH	ベッチ
VETTER	フェッター
VETTORI	ベットーリ
VEUILLOT	ブイヨ
VEVERS	ベバーズ
VEYNE	ベーヌ
VIADANA	ビアダーナ
VIALA	ビアラ
VIALE	ビアール
VIAN	ビアン
VIANELLI	ブアネリ
VIANI	ビアーニ
VIANNEY	ビアニー
VIANNEY	ビアンネ
VIBERT	ビベール
VIC	ビク
VIC	ビック
VICARI	ビカーリ
VICARIO	ビカリオ
VICAS	ビカス
VICAT	ビカー
VICENTE	ビセンテ
VICENTINO	ビチェンティーノ
VICENZO	ビセンゾ
VICH	ビック
VICK	ビック
VICKERS	ビカーズ
VICKERS	ビッカース
VICKERS	ビッカーズ
VICKERY	バッカリー
VICKERY	ビッケリー
VICKI	ビッキー
VICO	ビコ
VICTOR	ビクター
VICTOR	ビクトル
VICTOR	ビクトール
